date,THAI_EQ,GLOBAL_EQ,TECH,BOND,GOLD
2025-04-01,11.8805,94.0968,161.6270,13.6984,37.5109
2025-04-02,11.8471,94.4831,164.5021,13.6729,37.1490
2025-04-03,11.9380,96.4238,168.0266,13.7039,37.0028
2025-04-04,11.5216,93.0359,161.6909,13.6710,36.7800
2025-04-07,11.5708,93.4976,160.9674,13.7101,36.4667
2025-04-08,11.3774,92.8787,159.2173,13.7040,36.4893
2025-04-09,11.2987,92.2717,158.7476,13.7047,36.4624
2025-04-10,11.3486,93.4147,160.9964,13.6835,36.3795
2025-04-11,11.3582,92.1994,158.6066,13.7278,36.3397
2025-04-14,11.4562,92.3108,157.6999,13.6511,36.2245
2025-04-15,11.3062,91.7229,154.6647,13.6193,35.8938
2025-04-16,11.2977,90.9788,153.5804,13.5536,35.8761
2025-04-17,11.3701,92.1088,157.5367,13.5922,35.9087
2025-04-18,11.4745,93.3119,162.2952,13.5979,35.8101
2025-04-21,11.3401,92.1390,161.8646,13.6697,34.8729
2025-04-22,11.3101,92.3360,163.8509,13.6601,35.0993
2025-04-23,11.4244,95.5069,170.4676,13.6791,35.4638
2025-04-24,11.3906,95.9694,171.3668,13.6635,35.3827
2025-04-25,11.3893,94.5860,167.4807,13.7075,35.8659
2025-04-28,11.5296,96.6147,174.2587,13.6666,35.9024
2025-04-29,11.8992,98.3989,177.5263,13.7163,36.0518
2025-04-30,11.8315,99.1118,178.9737,13.7638,35.7080
2025-05-01,11.8169,98.4212,174.5996,13.7557,35.7216
2025-05-02,11.8169,99.6702,178.3945,13.7232,35.8775
2025-05-05,12.0446,100.9065,184.4478,13.7118,35.3990
2025-05-06,12.0842,99.9278,182.1269,13.7887,35.2127
2025-05-07,11.9166,101.1296,187.3286,13.7774,35.3934
2025-05-08,11.9168,100.3840,182.7875,13.7442,35.5295
2025-05-09,11.9421,100.1411,180.9664,13.6854,35.0737
2025-05-12,11.9423,99.8804,181.6624,13.6880,35.0438
2025-05-13,11.9555,99.3203,178.7433,13.6066,34.9551
2025-05-14,11.7826,96.7105,173.2340,13.5805,34.6255
2025-05-15,11.6852,94.9431,170.0191,13.4895,34.6274
2025-05-16,11.8286,97.3844,175.1521,13.4505,34.6097
2025-05-19,11.8425,97.4847,173.6004,13.4761,34.3525
2025-05-20,11.7699,95.9321,166.7834,13.5417,34.7868
2025-05-21,11.7864,97.4002,168.8809,13.5413,34.8449
2025-05-22,11.6812,98.0799,168.5425,13.6216,34.4120
2025-05-23,11.7063,97.6868,166.0751,13.6048,33.8010
2025-05-26,11.7606,97.5269,164.5624,13.5901,33.3529
2025-05-27,11.8230,97.8920,165.1037,13.5982,33.1111
2025-05-28,11.8434,98.6893,168.6623,13.5466,32.8024
2025-05-29,12.0676,99.9862,172.6291,13.5680,32.6735
2025-05-30,12.0098,99.9671,172.5209,13.5956,33.0401
2025-06-02,12.1954,99.8839,175.5706,13.5727,32.9852
2025-06-03,12.2611,102.0081,177.0007,13.5649,33.2617
2025-06-04,12.1485,101.9201,177.3160,13.5549,33.4531
2025-06-05,12.0270,100.4353,175.5367,13.5095,33.7376
2025-06-06,11.9846,100.0572,173.3196,13.5597,33.8683
2025-06-09,11.9398,100.5446,175.4217,13.5763,33.9304
2025-06-10,11.8406,100.0869,174.3022,13.5807,34.6389
2025-06-11,11.7794,99.9354,172.4185,13.5481,34.9770
2025-06-12,11.9421,100.6491,172.4056,13.5730,35.7387
2025-06-13,11.7647,98.4165,169.7223,13.5633,35.8311
2025-06-16,11.8032,98.2470,169.3779,13.6393,35.5740
2025-06-17,11.7926,98.4438,168.3372,13.6572,35.6606
2025-06-18,11.8721,100.3520,171.8704,13.6822,35.9305
2025-06-19,11.8186,99.0888,168.0513,13.6304,35.1068
2025-06-20,12.0463,100.4695,171.5961,13.5587,36.0024
2025-06-23,12.0211,99.8743,169.8042,13.5999,36.3332
2025-06-24,12.0191,99.8229,168.7869,13.6561,37.2204
2025-06-25,12.0002,98.7996,163.8138,13.6395,36.8844
2025-06-26,12.0208,97.7374,162.2368,13.6560,37.2843
2025-06-27,11.9541,96.7063,160.0689,13.7106,37.2988
2025-06-30,12.1727,97.5022,161.6334,13.7015,37.3439
2025-07-01,12.0720,95.4984,160.7893,13.7718,37.6619
2025-07-02,12.0290,94.6087,155.4194,13.7575,37.5004
2025-07-03,11.8972,94.0389,155.0311,13.8233,36.9620
2025-07-04,11.9247,94.3944,153.8956,13.9122,37.1351
2025-07-07,11.8699,92.1394,150.8365,13.9473,36.7910
2025-07-08,11.8228,93.4327,159.1877,13.9006,36.6394
2025-07-09,11.8930,94.2145,158.9500,13.8217,36.7977
2025-07-10,11.6558,94.4735,159.7739,13.8210,36.8250
2025-07-11,11.7230,94.6653,161.1477,13.7954,37.2287
2025-07-14,11.7905,95.0113,159.6251,13.8662,37.2901
2025-07-15,11.8875,95.9964,164.2089,13.8732,37.0127
2025-07-16,11.9359,97.0476,167.8241,13.8924,36.7864
2025-07-17,12.0678,97.9098,167.8635,13.9202,36.9653
2025-07-18,12.1180,98.0272,167.0089,13.9747,37.4416
2025-07-21,12.2855,99.6476,170.5896,14.0272,37.8800
2025-07-22,12.5551,102.4937,176.2514,14.1302,37.9997
2025-07-23,12.6393,103.9654,181.9181,14.1348,37.5517
2025-07-24,12.5592,103.0338,182.7802,14.0811,36.7080
2025-07-25,12.6724,103.7231,185.3105,14.0993,36.9653
2025-07-28,12.7486,103.7586,188.8523,13.9996,36.8605
2025-07-29,12.6634,104.3025,191.7614,14.0248,37.5033
2025-07-30,12.6538,105.8483,196.8716,14.0107,37.5618
2025-07-31,12.6069,105.9008,199.4536,13.9640,37.9670
2025-08-01,12.5941,105.2467,201.3271,13.9784,37.3192
2025-08-04,12.6188,105.3388,199.9809,13.9342,37.3352
2025-08-05,12.6446,106.4493,201.0992,13.9250,36.8190
2025-08-06,12.6711,106.0995,198.8938,13.9042,37.1458
2025-08-07,12.4540,105.2252,197.7483,13.9186,37.4462
2025-08-08,12.3650,105.1840,197.0459,13.8625,37.4093
2025-08-11,12.1798,104.7542,194.7061,13.8304,37.4462
2025-08-12,11.9072,101.9365,187.7669,13.8759,37.5244
2025-08-13,11.9024,102.2084,190.2501,13.8062,37.2340
2025-08-14,11.8099,101.9249,185.4110,13.7965,36.9320
2025-08-15,11.6909,101.6843,185.6440,13.7410,36.9867
2025-08-18,11.8682,103.4774,189.9149,13.7832,36.5861
2025-08-19,11.7537,103.2237,188.0629,13.8205,36.2411
2025-08-20,11.7621,103.5434,188.2744,13.7866,36.1283
2025-08-21,11.6956,103.7703,186.6322,13.7405,36.2668
2025-08-22,11.6920,104.8798,187.5070,13.7101,36.2684
2025-08-25,11.6137,104.7576,185.4715,13.6872,35.7564
2025-08-26,11.4428,104.4218,187.6467,13.6877,35.8657
2025-08-27,11.7583,107.2387,196.2949,13.7159,35.1627
2025-08-28,11.6809,107.0112,194.8733,13.7065,34.6505
2025-08-29,11.7750,108.0692,196.3500,13.7184,34.3624
2025-09-01,11.8336,109.5227,200.6742,13.7207,34.4863
2025-09-02,11.7312,110.3286,200.7395,13.7760,35.1705
2025-09-03,11.7931,110.3052,199.3979,13.7587,35.0250
2025-09-04,11.7374,108.6348,196.7314,13.7916,34.6810
2025-09-05,11.8376,107.9431,196.6394,13.7825,35.0463
2025-09-08,11.7518,108.7684,199.5941,13.7126,34.8262
2025-09-09,11.6223,108.4873,196.3933,13.7046,35.0309
2025-09-10,11.8163,109.0963,199.3166,13.7802,35.3842
2025-09-11,11.7476,108.8540,195.4959,13.7326,35.5024
2025-09-12,11.6642,108.4872,193.4208,13.8024,35.9963
2025-09-15,11.5306,107.9540,192.2592,13.7304,35.7651
2025-09-16,11.5640,107.6877,191.9763,13.7154,35.2784
2025-09-17,11.5780,107.6334,191.7036,13.7315,35.9914
2025-09-18,11.5576,107.1905,190.2514,13.7063,35.8659
2025-09-19,11.6434,108.0326,189.7763,13.7032,35.3201
2025-09-22,11.7214,108.7566,189.0515,13.6945,34.9511
2025-09-23,11.6575,108.3728,189.4228,13.7372,35.0664
2025-09-24,11.7279,108.1838,190.0006,13.7126,34.8071
2025-09-25,11.7150,108.8040,190.9723,13.7766,34.3790
2025-09-26,11.9063,109.2074,192.1155,13.8330,34.7832
2025-09-29,11.7972,108.4525,186.9642,13.8817,33.9893
2025-09-30,11.6076,107.8049,187.9700,13.8825,34.0409
2025-10-01,11.7333,106.9052,191.7008,13.9401,34.1440
2025-10-02,11.6311,105.3119,186.5728,13.9431,34.4182
2025-10-03,11.9286,107.8782,189.3250,13.9068,34.1771
2025-10-06,11.8683,107.4046,188.0892,13.9160,34.1063
2025-10-07,11.7479,106.9971,182.7894,13.8893,34.4617
2025-10-08,11.7029,106.2334,183.6579,13.8856,34.3056
2025-10-09,11.6229,106.6151,183.4649,13.8953,34.7876
2025-10-10,11.5717,107.6569,184.3506,13.9343,34.7058
2025-10-13,11.5240,107.4430,184.1789,13.9666,34.7427
2025-10-14,11.6696,108.0623,184.5055,14.0174,34.7352
2025-10-15,11.8008,108.9334,186.5699,14.0552,35.1562
2025-10-16,11.8278,108.3520,183.4939,14.0945,35.0200
2025-10-17,11.7052,107.6647,180.0727,14.1529,35.0412
2025-10-20,11.8621,108.2255,180.8859,14.1609,34.5873
2025-10-21,11.9376,107.0810,175.2983,14.1609,34.8357
2025-10-22,11.9232,107.0123,172.7015,14.1276,34.7235
2025-10-23,11.7312,105.6882,169.3562,14.0686,34.8997
2025-10-24,11.8937,106.7176,173.7521,14.1020,34.7142
2025-10-27,11.8949,106.0976,173.2949,14.2046,34.8555
2025-10-28,11.8162,106.4890,171.4009,14.1555,34.8497
2025-10-29,11.7061,105.9370,167.5145,14.0289,34.7072
2025-10-30,11.9700,108.2910,173.5850,14.0510,34.9735
2025-10-31,12.2014,110.6713,180.7475,14.0451,35.0761
2025-11-03,12.4184,112.7936,183.8630,14.0202,34.4223
2025-11-04,12.4141,113.7461,184.3036,14.0223,34.4299
2025-11-05,12.3662,113.2374,182.2313,14.0276,33.9513
2025-11-06,12.5412,114.6209,184.8148,14.0655,33.7086
2025-11-07,12.7508,116.6892,187.8614,14.0438,33.4564
2025-11-10,12.5917,115.6252,185.8173,14.0739,33.3110
2025-11-11,12.3645,114.2503,186.0273,14.0855,33.5282
2025-11-12,12.6525,117.1920,192.4938,14.1506,33.2968
2025-11-13,12.5619,114.5525,186.5054,14.2034,33.4535
2025-11-14,12.6620,114.7689,187.0036,14.1875,33.1174
2025-11-17,12.7180,115.9316,192.7493,14.2135,32.7671
2025-11-18,12.6235,116.0849,193.5377,14.2083,32.7568
2025-11-19,12.7070,117.0157,192.2967,14.2557,32.6127
2025-11-20,12.8126,117.1517,190.6456,14.2816,33.0458
2025-11-21,12.8307,117.8751,193.3475,14.3758,32.9114
2025-11-24,12.7264,116.0496,189.6321,14.5282,32.7679
2025-11-25,12.9171,118.2263,190.7774,14.5573,32.9389
2025-11-26,13.1202,118.3897,192.7749,14.5598,33.0767
2025-11-27,13.0473,119.6477,200.3315,14.4877,33.2720
2025-11-28,13.1743,120.1314,200.7381,14.4580,32.6091
2025-12-01,13.4266,122.4186,201.9083,14.4752,33.3805
2025-12-02,13.4788,123.7943,204.9031,14.4398,33.3932
2025-12-03,13.2828,123.1855,205.5528,14.3205,32.9958
2025-12-04,13.0648,122.8829,203.6180,14.3131,33.0606
2025-12-05,13.1975,125.9876,212.4794,14.3209,33.4305
2025-12-08,13.3059,126.7462,212.2184,14.3878,33.5609
2025-12-09,13.3268,127.1734,213.8536,14.4159,33.3436
2025-12-10,13.2615,126.0430,210.8209,14.5021,33.5632
2025-12-11,13.4759,129.3420,220.2418,14.5454,34.2891
2025-12-12,13.4959,128.8004,222.7493,14.5739,34.3792
2025-12-15,13.4549,129.0482,226.0411,14.5726,34.2905
2025-12-16,13.6917,130.7086,231.5135,14.4901,34.6559
2025-12-17,13.8590,133.2833,237.8156,14.4409,34.6299
2025-12-18,14.0286,133.8303,240.0784,14.4981,34.8289
2025-12-19,13.8675,133.1843,241.3701,14.4438,34.9091
2025-12-22,13.9618,134.4220,244.0570,14.4782,34.9984
2025-12-23,13.8367,133.4422,240.2126,14.4497,35.0956
2025-12-24,13.9384,135.1549,247.7482,14.4796,35.3241
2025-12-25,13.8927,135.7081,249.0730,14.4509,34.5538
2025-12-26,13.9490,136.6300,248.8268,14.4566,34.9382
2025-12-29,13.9142,136.1562,242.3568,14.4828,34.9948
2025-12-30,13.9887,134.6525,237.7547,14.4901,34.9615
2025-12-31,13.8734,136.1501,245.8651,14.4477,35.1231
2026-01-01,13.6721,135.4472,245.1263,14.4582,35.0875
2026-01-02,13.3273,132.6539,239.6932,14.4127,34.6088
2026-01-05,13.4340,133.4680,237.7362,14.3939,34.6400
2026-01-06,13.4229,133.0862,235.7324,14.4588,34.3134
2026-01-07,13.4882,133.4854,234.1389,14.5318,34.6920
2026-01-08,13.6198,133.4953,240.3460,14.5026,35.0556
2026-01-09,13.3765,132.6383,235.6938,14.4563,34.7888
2026-01-12,13.4667,131.5140,231.6621,14.4704,35.2022
2026-01-13,13.3008,131.5746,229.0412,14.4441,35.0867
2026-01-14,13.3007,130.0539,228.6206,14.3762,35.6709
2026-01-15,13.4022,130.0363,225.1039,14.4893,35.5470
2026-01-16,13.3085,129.7152,223.5795,14.4431,35.3361
2026-01-19,13.2703,129.1847,222.4282,14.4628,34.9459
2026-01-20,13.4014,128.5749,222.0918,14.4843,35.7180
2026-01-21,13.4778,128.8689,224.9611,14.5029,36.4101
2026-01-22,13.3297,126.4201,220.5617,14.5170,36.2013
2026-01-23,13.2025,124.4127,217.7276,14.4658,35.9442
2026-01-26,12.9560,124.6024,216.3520,14.4552,35.6963
2026-01-27,12.8828,123.2672,215.4672,14.5067,35.5000
2026-01-28,12.8322,124.0670,214.6642,14.5503,35.2793
2026-01-29,12.9062,124.4972,213.9967,14.5398,34.9399
2026-01-30,12.8430,125.3287,214.2901,14.6172,35.2965
2026-02-02,13.0221,126.7610,219.3861,14.6760,35.6293
2026-02-03,12.9410,125.7614,215.3842,14.6719,35.1650
2026-02-04,13.0826,124.2641,210.5230,14.6214,34.9279
2026-02-05,13.1508,125.4355,213.5159,14.5783,34.5626
2026-02-06,13.4298,128.2988,218.7586,14.6054,34.5105
2026-02-09,13.4455,127.8951,221.6173,14.5842,34.7122
2026-02-10,13.5819,130.9246,229.3107,14.5550,34.8156
2026-02-11,13.5144,130.9016,231.3002,14.5149,34.9507
2026-02-12,13.3801,129.9492,230.5903,14.5762,35.1169
2026-02-13,13.3915,130.4579,237.3300,14.5681,34.8853
2026-02-16,13.2319,131.1141,238.4313,14.6288,35.8030
2026-02-17,13.2456,131.0190,237.8364,14.6382,35.6804
2026-02-18,13.4011,129.8366,232.1793,14.6820,36.1561
2026-02-19,13.4101,129.9108,234.7074,14.6948,36.2764
2026-02-20,13.4704,130.3595,232.4811,14.6290,36.5515
2026-02-23,13.2758,130.7712,235.9296,14.6146,36.8362
2026-02-24,13.2337,129.5674,236.8548,14.5936,37.0675
2026-02-25,12.8923,126.3662,230.6049,14.6036,36.7294
2026-02-26,12.9762,126.6770,229.7020,14.6511,36.9179
2026-02-27,12.8816,126.4189,228.4561,14.6277,37.5881
2026-03-02,13.1213,128.3876,233.1752,14.6586,37.7863
2026-03-03,13.1311,128.2209,232.4677,14.6379,37.9768
2026-03-04,13.0831,127.2023,229.2847,14.6958,37.6202
2026-03-05,13.2445,127.6949,226.9068,14.6813,37.5524
2026-03-06,13.4004,127.0904,228.8165,14.6725,37.4721
2026-03-09,13.3218,128.7745,234.3346,14.7433,37.4493
2026-03-10,13.5278,128.4198,234.6326,14.8057,37.5543
2026-03-11,13.5050,128.2391,235.8488,14.8298,37.4571
2026-03-12,13.3098,127.5035,231.6151,14.8362,37.7713
2026-03-13,13.2263,128.7140,236.7062,14.7826,38.3455
2026-03-16,13.0873,128.1344,236.4024,14.8178,39.0582
2026-03-17,12.9975,128.7705,237.7539,14.7527,38.9738
2026-03-18,13.1581,129.7620,239.1055,14.7641,39.4723
2026-03-19,13.2147,129.8297,241.5561,14.7323,39.7368
2026-03-20,13.2147,130.3168,243.4654,14.7220,39.5414
2026-03-23,13.2284,130.1921,244.0680,14.6847,39.1591
2026-03-24,13.1453,129.9684,246.7997,14.6887,39.6310
2026-03-25,13.2527,131.1831,251.2550,14.7851,39.6468
2026-03-26,13.3364,130.6792,246.6444,14.7551,40.1351
2026-03-27,13.3510,130.9736,247.9864,14.7051,39.2461
2026-03-30,13.2461,128.1150,244.3966,14.7071,39.3611
2026-03-31,13.4485,130.0325,249.0466,14.7146,39.9449
2026-04-01,13.4539,132.2314,252.2813,14.6983,39.6457
2026-04-02,13.3306,131.7948,256.5937,14.6920,39.7306
2026-04-03,13.2654,130.6350,250.5698,14.7358,40.3155
2026-04-06,13.4304,133.0351,257.1733,14.7333,40.3181
2026-04-07,13.5701,134.9722,262.2181,14.7010,40.8453
2026-04-08,13.5474,135.5486,259.0984,14.7375,41.2510
2026-04-09,13.4162,133.2349,254.4210,14.7616,40.9305
2026-04-10,13.2893,133.1227,251.3304,14.8235,41.4031
2026-04-13,12.9698,130.7217,241.1827,14.8555,40.9094
2026-04-14,13.0370,130.8507,240.0883,14.8581,41.4129
2026-04-15,12.9225,129.6650,234.8495,14.8535,41.4827
2026-04-16,13.1113,130.1319,238.0063,14.8061,41.3050
2026-04-17,13.2351,131.3698,241.8363,14.8013,41.3166
2026-04-20,13.2456,131.8106,241.9318,14.7641,41.1660
2026-04-21,13.4888,133.9864,251.9777,14.7464,41.4015
2026-04-22,13.5418,135.9367,254.1346,14.6790,41.1569
2026-04-23,13.8154,139.7879,265.7337,14.6497,41.0770
2026-04-24,13.6414,137.7959,259.4584,14.6824,40.5369
2026-04-27,13.4745,135.9218,253.2687,14.6582,40.2292
2026-04-28,13.1660,131.3307,240.2305,14.7361,40.0273
2026-04-29,13.0555,130.4911,241.6827,14.7164,39.9548
2026-04-30,13.0914,130.2656,240.4845,14.7949,39.9058
2026-05-01,13.1857,132.2539,244.0393,14.8879,40.5028
2026-05-04,13.2648,134.3585,246.0637,14.9137,40.2638
2026-05-05,13.2532,132.7249,245.9268,14.8498,39.8985
2026-05-06,13.1898,130.4839,239.5318,14.8015,39.4922
2026-05-07,13.2776,132.6209,245.9447,14.7268,39.0054
2026-05-08,13.3345,132.3222,246.1091,14.8628,38.4762
2026-05-11,13.3142,131.7926,246.6232,14.8181,38.5436
2026-05-12,13.3537,132.9242,253.7991,14.7964,38.2589
2026-05-13,13.5217,135.2487,255.0993,14.7326,38.6477
2026-05-14,13.3937,136.5420,262.0636,14.7069,38.8843
2026-05-15,13.3924,137.4409,264.8061,14.6905,39.6493
2026-05-18,13.2738,136.8251,264.7721,14.6811,39.3947
2026-05-19,13.2915,135.1653,263.4558,14.6983,39.5876
2026-05-20,13.3098,134.4925,262.5681,14.7273,39.5771
2026-05-21,13.3738,134.6373,264.2795,14.6451,39.1271
2026-05-22,13.4940,135.9441,263.6595,14.6954,39.1982
2026-05-25,13.3325,135.5669,262.4469,14.6562,38.9463
2026-05-26,13.3013,135.5342,262.7710,14.6780,38.8051
2026-05-27,13.1491,135.2738,259.1905,14.6812,39.2205
2026-05-28,12.8965,135.3206,256.6162,14.6702,39.3766
2026-05-29,12.8404,134.4998,255.1901,14.5924,38.8096
2026-06-01,12.9377,135.1201,257.7768,14.6277,39.1881
2026-06-02,12.8001,135.9331,261.1252,14.6380,38.9771
2026-06-03,12.9193,134.9278,263.7903,14.5973,39.4297
2026-06-04,12.7674,134.3406,262.8202,14.5469,39.0787
2026-06-05,12.5791,133.0532,258.4213,14.5575,39.3744
2026-06-08,12.7039,134.0700,260.3886,14.5034,39.2337
2026-06-09,12.6303,133.3653,258.4956,14.4628,38.6240
2026-06-10,12.5317,130.7656,258.0464,14.4007,38.8009
2026-06-11,12.6440,132.6496,258.9426,14.4072,38.8841
2026-06-12,12.7246,133.8234,259.7932,14.2933,38.9735
2026-06-15,12.8555,136.7088,266.7985,14.3305,38.8747
2026-06-16,12.9053,138.1614,265.1983,14.3889,39.2092
2026-06-17,13.1731,142.6594,274.7118,14.3403,39.2106
2026-06-18,12.9896,142.2592,273.6043,14.3148,38.3177
2026-06-19,13.2842,146.2166,283.9862,14.3541,38.1962
2026-06-22,13.0993,144.2643,279.5796,14.3446,38.2251
2026-06-23,13.1388,144.7018,284.8513,14.2790,38.6367
2026-06-24,13.1673,143.5960,282.7113,14.3645,38.5409
